ID,位置,巻,韻目,門,字,漢呉音,唐音,異體,メモ,聲,呼,等,韻,調,数,声カナ行,韻カナ
1,,上平,東第一,乾坤,東,トウ,ツム,,,端,開,一,東,平,1,タ行,-uン
2,,上平,東第一,乾坤,虹,コウ,ウン,,,匣,開,一,東,平,1,アヤワ行,-uン
3,,上平,東第一,乾坤,凍,トウ,ツン,,,端,開,一,東,平,1,タ行,-uン
4,,上平,東第一,乾坤,潼,トウ,ツン,,,定,開,一,東,平,1,タ行,-uン
5,,上平,東第一,乾坤,蝀,トウ,ツン,,,端,開,一,東,平,1,タ行,-uン
6,,上平,東第一,乾坤,潨,シユウ,スン,,,章,開,三,東,平,1,サ行,-uン
7,,上平,東第一,乾坤,嵩,スウ,スン,,,心,開,三,東,平,1,サ行,-uン
8,,上平,東第一,乾坤,宮,キウ,キユン,,,見,開,三,東,平,1,カ行,-iユン
9,,上平,東第一,乾坤,穹,キウ,キユン,,,溪,開,三,東,平,1,カ行,-iユン
10,,上平,東第一,乾坤,風,,フン,,,幫,開,三,東,平,1,ハ行,-uン
11,,上平,東第一,乾坤,空,,クン,,,溪,開,一,東,平,1,カ行,-uン
12,,上平,東第一,乾坤,峒,,ツン,,,定,開,一,東,平,1,タ行,-uン
13,,上平,東第一,乾坤,雺,ホウ,ムン,,,明,開,一,東,平,1,マ行,-uン
14,,上平,東第一,乾坤,𥨪,キウ,キユン,,,群,開,三,東,平,1,カ行,-iユン
15,,上平,東第一,乾坤,櫳,ロウ,アン？,,,來,開,一,東,平,1,,
16,,上平,東第一,乾坤,鄷,ホウ,フン,酆,,滂,開,三,東,平,1,ハ行,-uン
17,,上平,東第一,乾坤,𩅧,シユウ,,,,章,開,三,東,平,1,,
18,,上平,東第一,時候,曨,ロウ,ルン,,,來,開,一,東,平,1,ラ行,-uン
19,,上平,東第一,氣形,童,トウ,ツン,,,定,開,一,東,平,1,タ行,-uン
20,,上平,東第一,氣形,僮,,ツン,,,定,開,一,東,平,1,タ行,-uン
21,,上平,東第一,氣形,蟲,,シユン,,,澄,開,三,東,平,1,サ行,-iユン
22,,上平,東第一,氣形,螽,シユウ,シユン,,,章,開,三,東,平,1,サ行,-iユン
23,,上平,東第一,氣形,娀,シユウ,シユン,,,心,開,三,東,平,1,サ行,-iユン
24,,上平,東第一,氣形,戎,シユウ,シユン,,,日,開,三,東,平,1,サ行,-iユン
25,,上平,東第一,氣形,雄,ユウ,ウン,,,云,開,三,東,平,1,アヤワ行,-uン
26,,上平,東第一,氣形,熊,ユウ,ウン,,,云,開,三,東,平,1,アヤワ行,-uン
27,,上平,東第一,氣形,馮,ヒヨウ,フン,,,並,開,三,東,平,1,ハ行,-uン
28,,上平,東第一,氣形,公,,クン,,,見,開,一,東,平,1,カ行,-uン
29,,上平,東第一,氣形,工,,クン,,,見,開,一,東,平,1,カ行,-uン
30,,上平,東第一,氣形,蚣,,クン,,,見,開,一,東,平,1,カ行,-uン
31,,上平,東第一,氣形,鴻,コウ,ウン,,,匣,開,一,東,平,1,アヤワ行,-uン
32,,上平,東第一,氣形,驄,ソウ,スン,騘,,清,開,一,東,平,1,サ行,-uン
33,,上平,東第一,氣形,翁,ヲウ,ウン,,,影,開,一,東,平,1,アヤワ行,-uン
34,,上平,東第一,氣形,𩦺,モウ,ムン,,,明,開,一,東,平,1,マ行,-uン
35,,上平,東第一,氣形,种,チウ,シユン,,,澄,開,三,東,平,1,サ行,-iユン
36,,上平,東第一,氣形,眾,,シユン,衆,,章,開,三,東,平,1,サ行,-iユン
37,,上平,東第一,支體,瞳,トウ,ツン,,,定,開,一,東,平,1,タ行,-uン
38,,上平,東第一,支體,躬,キウ,キユン,,,見,開,三,東,平,1,カ行,-iユン
39,,上平,東第一,支體,騣,ソウ,シユン,,,精,開,一,東,平,1,サ行,-iユン
40,,上平,東第一,支體,嚨,ロウ,ルン,,,來,開,一,東,平,1,ラ行,-uン
41,,上平,東第一,態藝,聰,,スン,聦,,清,開,一,東,平,1,サ行,-uン
42,,上平,東第一,態藝,功,コウ,クン,,,見,開,一,東,平,1,カ行,-uン
43,,上平,東第一,態藝,聾,リヨウ,ルン,,,來,開,一,東,平,1,ラ行,-uン
44,,上平,東第一,態藝,𣧩,シユウ,シユン,,,章,開,三,東,平,1,サ行,-iユン
45,,上平,東第一,態藝,瞢,"ホウ, ロウ",ムン,,,明,開,三,東,平,1,マ行,-uン
46,,上平,東第一,態藝,忠,チウ,シユン,,,知,開,三,東,平,1,サ行,-iユン
47,,上平,東第一,態藝,翀,チウ,シユン,,,澄,開,三,東,平,1,サ行,-iユン
48,,上平,東第一,態藝,恫,トウ,ツン,,,透,開,一,東,平,1,タ行,-uン
49,,上平,東第一,態藝,攻,コウ,クン,,,見,開,一,東,平,1,カ行,-uン
50,,上平,東第一,態藝,懜,モウ,ムン,,,明,開,三,東,平,1,マ行,-uン
51,,上平,東第一,態藝,礱,,ルン,,,來,開,一,東,平,1,ラ行,-uン
52,,上平,東第一,態藝,挏,トウ,ツン,,,定,開,一,東,平,1,タ行,-uン
53,,上平,東第一,態藝,肜,トウ,ユン,,,以,開,三,東,平,1,アヤワ行,ユン
54,,上平,東第一,態藝,攏,,ルン,,,,,,,,1,ラ行,-uン
55,,上平,東第一,生植,桐,,,,,定,開,一,東,平,1,,
56,,上平,東第一,生植,楓,,,,,幫,開,三,東,平,1,,
57,,上平,東第一,生植,叢,ソウ,,,,從,開,一,東,平,1,,
58,,上平,東第一,生植,蔥,ソウ,,葱,,清,開,一,東,平,1,,
59,,上平,東第一,生植,㯶,ソウ,スン,椶,,精,開,一,東,平,1,サ行,-uン
60,,上平,東第一,生植,蓬,,フン,,,並,開,一,東,平,1,ハ行,-uン
61,,上平,東第一,生植,橦,,ツン,,,定,開,一,東,平,1,タ行,-uン
62,,上平,東第一,生植,穜,,ツン,,,定,開,一,東,平,1,タ行,-uン
63,,上平,東第一,生植,菘,スウ,スン,,,心,開,三,東,平,1,サ行,-uン
64,,上平,東第一,生植,藭,キウ,キユン,,,群,開,三,東,平,1,カ行,-iユン
65,,上平,東第一,器財,篷,ホウ,フン,,,並,開,一,東,平,1,ハ行,-uン
66,,上平,東第一,器財,罞,モウ,ムン,,,明,開,一,東,平,1,マ行,-uン
67,,上平,東第一,器財,籠,ロウ,ルン,,,來,開,一,東,平,1,ラ行,-uン
68,,上平,東第一,器財,箜,コウ,クン,,,溪,開,一,東,平,1,カ行,-uン
69,,上平,東第一,器財,銅,,ツン,,,定,開,一,東,平,1,タ行,-uン
70,,上平,東第一,器財,𦨴,トウ,ツン,,,定,開,一,東,平,1,タ行,-uン
71,,上平,東第一,器財,罿,トウ,ツン,,,定,開,一,東,平,1,タ行,-uン
72,,上平,東第一,器財,釭,コウ,クン,,,見,開,一,東,平,1,カ行,-uン
73,,上平,東第一,器財,幪,モウ,ムン,,,明,開,一,東,平,1,マ行,-uン
74,,上平,東第一,器財,弓,キウ,キユン,,,見,開,三,東,平,1,カ行,-iユン
75,,上平,東第一,器財,筒,トウ,ツン,,,定,開,一,東,平,1,タ行,-uン
76,,上平,東第一,光彩,紅,コウ,ウン,,,匣,開,一,東,平,1,アヤワ行,-uン
77,,上平,東第一,光彩,烘,コウ,クン,,,匣,開,一,東,平,1,カ行,-uン
78,,上平,東第一,虛押,悤,ソウ,スン,忩,,清,開,一,東,平,1,サ行,-uン
79,,上平,東第一,虛押,通,ツウ,ツン,,,透,開,一,東,平,1,タ行,-uン
80,,上平,東第一,虛押,蒙,モウ,ムン,,,明,開,一,東,平,1,マ行,-uン
81,,上平,東第一,虛押,洪,コウ,ウン,,,匣,開,一,東,平,1,アヤワ行,-uン
82,,上平,東第一,虛押,豐,ホウ,フン,,,滂,開,三,東,平,1,ハ行,-uン
83,,上平,東第一,虛押,充,シウ,スン,,,昌,開,三,東,平,1,サ行,-uン
84,,上平,東第一,虛押,隆,リウ,リユン,,,來,開,三,東,平,1,ラ行,-iユン
85,,上平,東第一,虛押,崇,ソウ,スン,,,崇,開,三,東,平,1,サ行,-uン
86,,上平,東第一,虛押,融,ユウ,ユン,,,以,開,三,東,平,1,アヤワ行,ユン
87,,上平,東第一,虛押,窮,キウ,キユン,,,群,開,三,東,平,1,カ行,-iユン
88,,上平,東第一,虛押,汎,ホウ,フン,,,並,開,三,東,平,1,ハ行,-uン
89,,上平,東第一,虛押,同,,ツン,,,定,開,一,東,平,1,タ行,-uン
90,,上平,東第一,虛押,中,,シユン,,,知,開,三,東,平,1,サ行,-iユン
91,,上平,東第一,虛押,衷,チウ,シユン,,,知,開,三,東,平,1,サ行,-iユン
92,,上平,東第一,虛押,濃,チヤウ,,,,,,,,,1,,
93,,上平,東第一,虛押,襛,テウ,シユン,,,,,,,,1,サ行,-iユン
94,,上平,東第一,虛押,沖,チウ,シユン,,,澄,開,三,東,平,1,サ行,-iユン
95,,上平,東第一,虛押,終,,シユン,,,章,開,三,東,平,1,サ行,-iユン
96,,上平,東第一,虛押,洚,コウ,ウン,,,匣,開,一,東,平,1,アヤワ行,-uン
97,,上平,東第一,複用,侗,トウ,ツン,,,定,開,一,東,平,1,タ行,-uン
98,,上平,東第一,複用,忡,チウ,シユン,,,徹,開,三,東,平,1,サ行,-iユン
99,,上平,東第一,複用,芃,ホウ,フン,,,並,開,三,東,平,1,ハ行,-uン
100,,上平,東第一,複用,濛,モウ,ムン,,,明,開,一,東,平,1,マ行,-uン
101,,上平,東第一,複用,朧,ロウ,ルン,,,來,開,一,東,平,1,ラ行,-uン
102,,上平,東第一,複用,瓏,ロウ,ルン,,,來,開,一,東,平,1,ラ行,-uン
103,,上平,東第一,複用,蓊,ヲウ,ウン,,,影,開,一,東,平,1,アヤワ行,-uン
104,,上平,東第一,複用,韸,ホウ,フン,,,並,開,一,東,平,1,ハ行,-uン
105,,上平,東第一,複用,夢,ホウ,ムン,,,明,開,三,東,平,1,マ行,-uン
106,,上平,東第一,複用,窿,リウ,リユン,,,來,開,三,東,平,1,ラ行,-iユン
107,,上平,東第一,複用,嵸,ソウ,スン,,,精,開,一,東,平,1,サ行,-uン
108,,上平,東第一,複用,𩯣,ソウ,スン,鬉,,精,開,一,東,平,1,サ行,-uン
109,,上平,東第一,複用,蘢,ロウ,ルン,,,來,開,一,東,平,1,ラ行,-uン
110,,上平,冬鍾第二,乾坤,峰,ホウ,フン,峯,,滂,開,三,鍾,平,1,ハ行,-uン
111,,上平,冬鍾第二,乾坤,潨,ソウ,シユン,,,從,開,一,冬,平,1,サ行,-iユン
112,,上平,冬鍾第二,乾坤,墉,ヨウ,ユン,,,以,開,三,鍾,平,1,アヤワ行,ユン
113,,上平,冬鍾第二,乾坤,邛,ケウ,キユン,,,群,開,三,鍾,平,1,カ行,-iユン
114,,上平,冬鍾第二,乾坤,邕,イヨウ,ユン,,,影,開,三,鍾,平,1,アヤワ行,ユン
115,,上平,冬鍾第二,乾坤,廱,イヨウ,,,,影,開,三,鍾,平,1,,
116,,上平,冬鍾第二,時候,冬,トウ,ツン,,https://i.imgur.com/LKHZO0U.png,端,開,一,冬,平,1,タ行,-uン
117,,上平,冬鍾第二,氣形,農,ノウ,ヌン,,,泥,開,一,冬,平,1,ナ行,-uン
118,,上平,冬鍾第二,氣形,儂,ノウ,ヌン,,,泥,開,一,冬,平,1,ナ行,-uン
119,,上平,冬鍾第二,氣形,蚣,シヨウ,シユン,,,章,開,三,鍾,平,1,サ行,-iユン
120,,上平,冬鍾第二,氣形,龍,リウ,ルン,,,來,開,三,鍾,平,1,ラ行,-uン
121,,上平,冬鍾第二,氣形,蜂,,フン,,,滂,開,三,鍾,平,1,ハ行,-uン
122,,上平,冬鍾第二,氣形,蛩,ケウ,キユン,,,群,開,三,鍾,平,1,カ行,-iユン
123,,上平,冬鍾第二,氣形,蛬,ケウ,,,,群,開,三,鍾,平,1,,
124,,上平,冬鍾第二,氣形,匈,ケウ,ヒヨン,,,曉,開,三,鍾,平,1,ハ行,-iヨン
125,,上平,冬鍾第二,氣形,宗,,スン,,,精,開,一,冬,平,1,サ行,-uン
126,,上平,冬鍾第二,支體,容,,ユン,,,以,開,三,鍾,平,1,アヤワ行,ユン
127,,上平,冬鍾第二,支體,胸,,クン,胷,,曉,開,三,鍾,平,1,カ行,-uン
128,,上平,冬鍾第二,支體,膿,ノウ,ヌン,,,泥,開,一,冬,平,1,ナ行,-uン
129,,上平,冬鍾第二,支體,癰,ヨウ,ユン,,,影,開,三,鍾,平,1,アヤワ行,ユン
130,,上平,冬鍾第二,態藝,疼,トウ,ツン,,https://i.imgur.com/0UzsCqn.png,定,開,一,冬,平,1,タ行,-uン
131,,上平,冬鍾第二,態藝,恟,ケウ,キユン,,https://i.imgur.com/L9ciyHa.png,曉,開,三,鍾,平,1,カ行,-iユン
132,,上平,冬鍾第二,態藝,攻,コウ,クン,,,見,開,一,冬,平,1,カ行,-uン
133,,上平,冬鍾第二,態藝,憃,シヨウ,スン,,,書,開,三,鍾,平,1,サ行,-uン
134,,上平,冬鍾第二,態藝,訟,セウ,スン,,,邪,開,三,鍾,平,1,サ行,-uン
135,,上平,冬鍾第二,態藝,傭,ヨウ,ユン,,,以,開,三,鍾,平,1,アヤワ行,ユン
136,,上平,冬鍾第二,態藝,恭,ケウ,キユン,,https://i.imgur.com/zluOZ9o.png,見,開,三,鍾,平,1,カ行,-iユン
137,,上平,冬鍾第二,態藝,慵,ヨウ,ユン,,,常,開,三,鍾,平,1,アヤワ行,ユン
138,,上平,冬鍾第二,態藝,蹤,セウ,シユン,,,精,開,三,鍾,平,1,サ行,-iユン
139,,上平,冬鍾第二,態藝,鎔,ヨウ,ユン,,,以,開,三,鍾,平,1,アヤワ行,ユン
140,,上平,冬鍾第二,態藝,封,ホウ,フン,,,幫,開,三,鍾,平,1,ハ行,-uン
141,,上平,冬鍾第二,態藝,逢,,フン,,,並,開,三,鍾,平,1,ハ行,-uン
142,,上平,冬鍾第二,態藝,供,ケウ,キユン,,,見,開,三,鍾,平,1,カ行,-iユン
143,,上平,冬鍾第二,態藝,摐,セウ,スン,,,清,開,三,鍾,平,1,サ行,-uン
144,,上平,冬鍾第二,態藝,悰,？ウ,スン,,https://i.imgur.com/nXLm4xp.png,從,開,一,冬,平,1,サ行,-uン
145,,上平,冬鍾第二,生植,松,,スン,,,邪,開,三,鍾,平,1,サ行,-uン
146,,上平,冬鍾第二,生植,蓉,ヨウ,ユン,,,以,開,三,鍾,平,1,アヤワ行,ユン
147,,上平,冬鍾第二,生植,笻,ケウ,キユン,筇,,群,開,三,鍾,平,1,カ行,-iユン
148,,上平,冬鍾第二,生植,穜,トウ,シユン,,,澄,開,三,鍾,平,1,サ行,-iユン
149,,上平,冬鍾第二,生植,葑,ホウ,フン,,,幫,開,三,鍾,平,1,ハ行,-uン
150,,上平,冬鍾第二,生植,籠,,ルン,,,來,開,三,鍾,平,1,ラ行,-uン
151,,上平,冬鍾第二,生植,榕,ヨウ,ユン,,,,,,,,1,アヤワ行,ユン
152,,上平,冬鍾第二,食服,醲,ノウ,ヌン,,,娘,開,三,鍾,平,1,ナ行,-uン
153,,上平,冬鍾第二,食服,饔,ヨウ,ユン,,,影,開,三,鍾,平,1,アヤワ行,ユン
154,,上平,冬鍾第二,器財,鋒,ホウ,フン,,,滂,開,三,鍾,平,1,ハ行,-uン
155,,上平,冬鍾第二,器財,鈆,シヨウ,スン,,,章,開,三,鍾,平,1,サ行,-uン
156,,上平,冬鍾第二,器財,罋,ヨウ,ユン,,,影,開,三,鍾,平,1,アヤワ行,ユン
157,,上平,冬鍾第二,器財,鍾,セウ,シユン,,,章,開,三,鍾,平,1,サ行,-iユン
158,,上平,冬鍾第二,器財,鐘,,シユン,,,章,開,三,鍾,平,1,サ行,-iユン
159,,上平,冬鍾第二,器財,鏞,ヨウ,ユン,,,以,開,三,鍾,平,1,アヤワ行,ユン
160,,上平,冬鍾第二,器財,賨,ソウ,スン,,,從,開,一,冬,平,1,サ行,-uン
161,,上平,冬鍾第二,器財,琮,ソウ,,,,從,開,一,冬,平,1,,
162,,上平,冬鍾第二,器財,舂,シヨウ,スン,,,書,開,三,鍾,平,1,サ行,-uン
163,,上平,冬鍾第二,器財,罿,セウ,シユン,,,昌,開,三,鍾,平,1,サ行,-iユン
164,,上平,冬鍾第二,光彩,烽,ホウ,フン,,,滂,開,三,鍾,平,1,ハ行,-uン
165,,上平,冬鍾第二,光彩,彤,トウ,ツン,,,定,開,一,冬,平,1,タ行,-uン
166,,上平,冬鍾第二,光彩,釭,,クン,,,見,開,一,冬,平,1,カ行,-uン
167,,上平,冬鍾第二,虛押,衝,セウ,シユン,,,昌,開,三,鍾,平,1,サ行,-iユン
168,,上平,冬鍾第二,虛押,庸,ヨウ,ユン,,,以,開,三,鍾,平,1,アヤワ行,ユン
169,,上平,冬鍾第二,虛押,凶,ケウ,ヒヨン,,,曉,開,三,鍾,平,1,ハ行,-iヨン
170,,上平,冬鍾第二,虛押,兇,キヨウ,,,,曉,開,三,鍾,平,1,,
171,,上平,冬鍾第二,虛押,雍,,ユン,,,影,開,三,鍾,平,1,アヤワ行,ユン
172,,上平,冬鍾第二,虛押,壅,ヨウ,,,,影,開,三,鍾,平,1,,
173,,上平,冬鍾第二,虛押,濃,チヨウ,スン,,,娘,開,三,鍾,平,1,サ行,-uン
174,,上平,冬鍾第二,虛押,重,,シユン,,,澄,開,三,鍾,平,1,サ行,-iユン
175,,上平,冬鍾第二,虛押,從,セウ,,,,從,開,三,鍾,平,1,,
176,,上平,冬鍾第二,虛押,縫,フン,,,,並,開,三,鍾,平,1,,
177,,上平,冬鍾第二,虛押,縱,スン,,,,精,開,三,鍾,平,1,,
178,,上平,冬鍾第二,虛押,襛,チヨウ,スン,,,娘,開,三,鍾,平,1,サ行,-uン
179,,上平,冬鍾第二,虛押,穠,チヨウ,スン,,,娘,開,三,鍾,平,1,サ行,-uン
180,,上平,冬鍾第二,虛押,丰,ホウ,フン,,,滂,開,三,鍾,平,1,ハ行,-uン
181,,上平,冬鍾第二,複用,茸,シヨウ,シユン,,,日,開,三,鍾,平,1,サ行,-iユン
182,,上平,冬鍾第二,複用,鬆,シヨウ,スン,,,心,開,一,冬,平,1,サ行,-uン
183,,上平,冬鍾第二,複用,溶,ヨウ,ユン,,,以,開,三,鍾,平,1,アヤワ行,ユン
184,,上平,冬鍾第二,複用,顒,キヨウ,フン？,,https://i.imgur.com/EIm5G8J.png,疑,開,三,鍾,平,1,,
185,,上平,冬鍾第二,複用,𢥞,トウ,ツン,,,定,開,一,冬,平,1,タ行,-uン
186,,上平,冬鍾第二,複用,洶,ケウ,ヒヨン,,,曉,開,三,鍾,平,1,ハ行,-iヨン
187,,上平,冬鍾第二,複用,喁,ケウ,ヒユン,,https://i.imgur.com/MWXxMZe.png,疑,開,三,鍾,平,1,ハ行,-iユン
188,,上平,冬鍾第二,複用,噰,ヨウ,ユン,,,影,開,三,鍾,平,1,アヤワ行,ユン
189,,上平,冬鍾第二,複用,蹱,シヨウ,シユン,,,章,開,三,鍾,平,1,サ行,-iユン
190,,上平,冬鍾第二,複用,淙,ソウ,スン,,,從,開,一,冬,平,1,サ行,-uン
191,,上平,冬鍾第二,複用,憧,シヨウ,シユン,,,昌,開,三,鍾,平,1,サ行,-iユン
192,,上平,冬鍾第二,複用,鼕,トウ,ツン,,,定,開,一,冬,平,1,タ行,-uン
193,,上平,江第三,乾坤,江,カウ,,,,見,開,二,江,平,1,,
194,,上平,江第三,乾坤,窻,サウ,,窓,,初,開,二,江,平,1,,
195,,上平,江第三,乾坤,邦,ハウ,,,,幫,開,二,江,平,1,,
196,,上平,江第三,乾坤,瀧,ラウ,,,,來,開,二,江,平,1,,
197,,上平,江第三,乾坤,矼,カウ,,,,見,開,二,江,平,1,,
198,,上平,江第三,氣形,龐,ハウ,,,,並,開,二,江,平,1,,
199,,上平,江第三,氣形,狵,マウ,,,,明,開,二,江,平,1,,
200,,上平,江第三,氣形,逄,ハウ,,,,並,開,二,江,平,1,,
201,,上平,江第三,態藝,噇,タウ,サウ,,,澄,開,二,江,平,1,サ行,-aウ
202,,上平,江第三,態藝,扛,カウ,,,,見,開,二,江,平,1,,
203,,上平,江第三,態藝,摐,セウ,サウ,,,初,開,二,江,平,1,サ行,-aウ
204,,上平,江第三,態藝,鏦,サウ,,,,初,開,二,江,平,1,,
205,,上平,江第三,態藝,降,カウ,マウ,,,匣,開,二,江,平,1,マ行,-aウ
206,,上平,江第三,態藝,憃,タウ,サウ,,,徹,開,二,江,平,1,サ行,-aウ
207,,上平,江第三,態藝,跫,キヨウ,カウ,,,溪,開,二,江,平,1,カ行,-aウ
208,,上平,江第三,態藝,𦗳,？？ウ,ヤウ,,https://i.imgur.com/f9bptqC.png,娘,開,二,江,平,1,アヤワ行,ヤウ
209,,上平,江第三,態藝,胮,カウ,ハウ,,,滂,開,二,江,平,1,ハ行,-aウ
210,,上平,江第三,態藝,撞,タウ,シヤウ,,,澄,開,二,江,平,1,サ行,-iヤウ
211,,上平,江第三,態藝,哤,ハウ,マウ,,https://i.imgur.com/aCvYSrr.png,明,開,二,江,平,1,マ行,-aウ
212,,上平,江第三,態藝,控,カウ,,,,溪,開,二,江,平,1,,
213,,上平,江第三,生植,樁,,サウ,,,知,開,二,江,平,1,サ行,-aウ
214,,上平,江第三,食服,腔,カウ,,,,溪,開,二,江,平,1,,
215,,上平,江第三,器財,杠,カウ,サウ,,,見,開,二,江,平,1,サ行,-aウ
216,,上平,江第三,器財,缸,カウ,,,,匣,開,二,江,平,1,,
217,,上平,江第三,器財,幢,タウ,シユウ,,https://i.imgur.com/E6UVGMC.png,澄,開,二,江,平,1,サ行,-iユー
218,,上平,江第三,光彩,釭,カウ,,,,見,開,二,江,平,1,,
219,,上平,江第三,數量,雙,サウ,,,,生,開,二,江,平,1,,
220,,上平,江第三,虛押,厖,ハウ,マウ,,,明,開,二,江,平,1,マ行,-aウ
221,,上平,江第三,虛押,洚,カウ,,,,匣,開,二,江,平,1,,
222,,上平,江第三,複用,𩐨,,ハウ,,,滂,開,二,江,平,1,ハ行,-aウ
223,,上平,江第三,複用,淙,サウ,,,,崇,開,二,江,平,1,,
224,,上平,江第三,複用,㟅,カウ,アウ,,後有漎漢音サウ,疑,開,二,江,平,1,アヤワ行,-aウ
225,,上平,支脂之第四,乾坤,氏,シ,,,,章,開,三,支A,平,1,,
226,,上平,支脂之第四,乾坤,扅,イ,,,,以,開,三,支A,平,1,,
227,,上平,支脂之第四,乾坤,潙,キ,イ,,,云,合,三,支B,平,1,アヤワ行,-i
228,,上平,支脂之第四,乾坤,陲,スイ,シ,,,常,合,三,支A,平,1,サ行,-i
229,,上平,支脂之第四,乾坤,陂,ヒ,,,,幫,開,三,支B,平,1,,
230,,上平,支脂之第四,乾坤,隋,スイ,シ,,,邪,合,三,支A,平,1,サ行,-i
231,,上平,支脂之第四,乾坤,碕,キ,,,,群,開,三,支B,平,1,,
232,,上平,支脂之第四,乾坤,歧,キ,,,,群,開,三,支A,平,1,,
233,,上平,支脂之第四,乾坤,涯,キ,ニ,,,疑,開,三,支B,平,1,ナ行,-i
234,,上平,支脂之第四,乾坤,堤,テイ,シ,,,常,開,三,支A,平,1,サ行,-i
235,,上平,支脂之第四,乾坤,麗,リ,,,,來,開,三,支A,平,1,,
236,,上平,支脂之第四,乾坤,陴,ヒ,,,,並,開,三,支A,平,1,,
237,,上平,支脂之第四,乾坤,凘,シ,ス,,,心,開,三,支A,平,1,サ行,-u
238,,上平,支脂之第四,乾坤,漪,キ,イ,,,影,開,三,支B,平,1,アヤワ行,-i
239,,上平,支脂之第四,乾坤,池,チ,シ,,,澄,開,三,支B,平,1,サ行,-i
240,,上平,支脂之第四,乾坤,提,シ,,,,常,開,三,支A,平,1,,
241,,上平,支脂之第四,乾坤,峓,,,,,以,開,三,脂A,平,1,,
242,,上平,支脂之第四,乾坤,㮰,ヒ,,,,並,開,三,脂A,平,1,,
243,,上平,支脂之第四,乾坤,坻,チ,シ,,,澄,開,三,脂B,平,1,サ行,-i
244,,上平,支脂之第四,乾坤,墀,チ,シ,,,澄,開,三,脂B,平,1,サ行,-i
245,,上平,支脂之第四,乾坤,榱,スイ,シ,,,生,合,三,脂B,平,1,サ行,-i
246,,上平,支脂之第四,乾坤,維,イ,,,,以,合,三,脂A,平,1,,
247,,上平,支脂之第四,乾坤,壝,イ,ヒ,,,以,合,三,脂A,平,1,ハ行,-i
248,,上平,支脂之第四,乾坤,濉,スイ,シ,,,心,合,三,脂A,平,1,サ行,-i
249,,上平,支脂之第四,乾坤,逵,キ,,,,群,合,三,脂B,平,1,,
250,,上平,支脂之第四,乾坤,湄,ヒ,,,,明,開,三,脂B,平,1,,
251,,上平,支脂之第四,乾坤,嵋,ヒ,,,,明,開,三,脂B,平,1,,
252,,上平,支脂之第四,乾坤,楣,ヒ,,,,明,開,三,脂B,平,1,,
253,,上平,支脂之第四,乾坤,圯,イ,,,,以,開,三,之,平,1,,
254,,上平,支脂之第四,乾坤,塒,シ,,,,常,開,三,之,平,1,,
255,,上平,支脂之第四,乾坤,颸,シ,,,,初,開,三,之,平,1,,
256,,上平,支脂之第四,乾坤,栭,シ,,,,日,開,三,之,平,1,,
257,,上平,支脂之第四,乾坤,基,キ,,,,見,開,三,之,平,1,,
258,,上平,支脂之第四,乾坤,岐,キ,,,,群,開,三,支A,平,1,,
259,,上平,支脂之第四,乾坤,淄,シ,,湽,,莊,開,三,之,平,1,,
260,,上平,支脂之第四,乾坤,欐,リ,シ,,,生,開,三,支B,平,1,サ行,-i
261,,上平,支脂之第四,乾坤,邳,ヒ,,,,並,開,三,脂B,平,1,,
262,,上平,支脂之第四,乾坤,嶷,キ,,,,疑,開,三,之,平,1,,
263,,上平,支脂之第四,乾坤,蘄,キ,,,,群,開,三,之,平,1,,
264,,上平,支脂之第四,乾坤,嵫,シ,,,,精,開,三,之,平,1,,
265,,上平,支脂之第四,乾坤,崖,キ,,,,疑,開,三,支B,平,1,,
266,,上平,支脂之第四,乾坤,菑,シ,,葘,,莊,開,三,之,平,1,,
267,,上平,支脂之第四,乾坤,淇,キ,,,,群,開,三,之,平,1,,
268,,上平,支脂之第四,時候,朞,キ,,,,見,開,三,之,平,1,,
269,,上平,支脂之第四,時候,時,シ,,,,常,開,三,之,平,1,,
270,,上平,支脂之第四,時候,寅,イ,,,,以,開,三,脂A,平,1,,
271,,上平,支脂之第四,時候,曦,キ,,,,曉,開,三,支B,平,1,,
272,,上平,支脂之第四,氣形,姬,キ,,,,以,開,三,之,平,1,,
273,,上平,支脂之第四,氣形,台,イ,,,,以,開,三,之,平,1,,
274,,上平,支脂之第四,氣形,麒,キ,,,,群,開,三,之,平,1,,
275,,上平,支脂之第四,氣形,騏,キ,,,,群,開,三,之,平,1,,
276,,上平,支脂之第四,氣形,麋,ヒ,ミ,,,明,開,三,脂B,平,1,マ行,-i
277,,上平,支脂之第四,氣形,騅,スイ,シ,,,章,合,三,脂A,平,1,サ行,-i
278,,上平,支脂之第四,氣形,龜,キ,,,,見,合,三,脂B,平,1,,
279,,上平,支脂之第四,氣形,鶿,シ,ス,,,從,開,三,之,平,1,サ行,-u
280,,上平,支脂之第四,氣形,鴯,シ,,,,日,開,三,之,平,1,,
281,,上平,支脂之第四,氣形,貍,リ,,,,來,開,三,之,平,1,,
282,,上平,支脂之第四,氣形,𡠉,リ,,嫠,,來,開,三,之,平,1,,
283,,上平,支脂之第四,氣形,犛,リ,,,,來,開,三,之,平,1,,
284,,上平,支脂之第四,氣形,醫,イ,,,,影,開,三,之,平,1,,
285,,上平,支脂之第四,氣形,夔,キ,,,,群,合,三,脂B,平,1,,
286,,上平,支脂之第四,氣形,䲭,シ,,鴟,,昌,開,三,脂A,平,1,,
